Album,Artist,Genre,Name,Total Time,carpeta_esquema,filename,playlist,ruta_absoluta,Album Artist,Album Rating,Album Rating Computed,Artwork Count,BPM,Bit Rate,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Disliked,Explicit,File Folder Count,Kind,Library Folder Count,Location,Matched,Normalization,Persistent ID,Play Count,Play Date,Play Date UTC,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Name,Track Count,Track ID,Track Number,Track Type,Year
Zoku Zoku - Single,Phantom Siita,J-Pop,Zoku Zoku,4:41,PRE_RAW,01 Zoku Zoku.m4a,Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,123,321,Se encuentra en spotify,,,2025-01-16 03:54:24,2025-10-17 06:54:27,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Zoku%20Zoku%20-%20Single/01%20Zoku%20Zoku.m4a,,11137,20905AA003B83751,3,3837186190,2025-08-05 02:03:10,,100,,2024-10-25 12:00:00,48000,11449180,,,,,,,1,11935,1,File,2024
Girlhood Memories,Phantom Siita,J-Pop,HANAGATAMI,4:34,PRE_RAW,06 HANAGATAMI.m4a,Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,112,316,Se encuentra en spotify,,,2025-01-16 03:54:25,2025-10-17 06:54:28,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Girlhood%20Memories/06%20HANAGATAMI.m4a,,8498,9FFF560E6C688EEF,6,3846156914,2025-11-16 22:55:14,,100,,2024-10-30 12:00:00,48000,11052381,,,,,,,7,12141,6,File,2024
Conflicting - Single,Phantom Siita,J-Pop,Conflicting,2:52,PRE_RAW,01 Conflicting.m4a,Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,128,323,Se encuentra en spotify,,,2025-01-18 07:06:23,2025-10-17 06:54:28,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Conflicting%20-%20Single/01%20Conflicting.m4a,,5206,3EA7CAC415966A92,4,3827502856,2025-04-15 00:14:16,,100,,2024-10-10 12:00:00,48000,7128804,,,,,,,1,14693,1,File,2024
Devilish Girl - Single,Phantom Siita,J-Pop,Devilish Girl,3:18,PRE_RAW,01 Devilish Girl.m4a,Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,140,327,Se encuentra en spotify,,,2025-01-18 07:06:23,2025-10-17 06:54:28,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Devilish%20Girl%20-%20Single/01%20Devilish%20Girl.m4a,,4429,6C2EBEDE5040FCDF,4,3837849326,2025-08-12 18:15:26,,100,,2024-08-28 12:00:00,48000,8245611,,,,,,,1,14695,1,File,2024
Hanabami - Single,Phantom Siita,J-Pop,Hanabami,2:43,PRE_RAW,01 Hanabami.m4a,Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,172,327,Se encuentra en spotify,,,2025-01-18 07:06:23,2025-10-17 06:54:28,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Hanabami%20-%20Single/01%20Hanabami.m4a,,9146,16320CF6D13F3D17,1,3823590769,2025-02-28 18:32:49,,100,,2024-09-27 12:00:00,48000,6761897,,,,,,,1,14697,1,File,2024
Just Wanna xxxx With You - Single,Phantom Siita,J-Pop,Just Wanna xxxx With You,3:25,PRE_RAW,01 Just Wanna xxxx With You.m4a,Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,138,326,Se encuentra en spotify,,,2025-01-18 07:06:23,2025-10-17 06:54:28,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Just%20Wanna%20xxxx%20With%20You%20-%20Single/01%20Just%20Wanna%20xxxx%20With%20You.m4a,,12518,440A627D6FDE8AF5,5,3840004230,2025-09-06 16:50:30,,100,,2024-07-31 12:00:00,48000,8508925,,,,,,,1,14699,1,File,2024
Otomodachi - Single,Phantom Siita,J-Pop,Otomodachi,3:14,PRE_RAW,01 Otomodachi.m4a,Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,164,324,Se encuentra en spotify,,,2025-01-18 07:06:23,2025-10-17 06:54:28,1,1,,,5,Archivo de audio AAC,1,file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Otomodachi%20-%20Single/01%20Otomodachi.m4a,,8125,26B43E6F55481D58,4,3835770904,2025-07-19 16:55:04,,100,,2024-06-26 12:00:00,48000,8022891,,,,,,,1,14701,1,File,2024
"Love, Hate - Single",Phantom Siita,J-Pop,"Love, Hate",4:25,PRE_RAW,"01 Love, Hate.mp3",Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,87,256,Se encuentra en spotify,,,2025-05-12 15:42:55,2025-10-17 06:54:28,1,1,,,5,Archivo de audio MPEG,1,"file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Love,%20Hate%20-%20Single/01%20Love,%20Hate.mp3",,11170,7E1784CCEED74D76,2,3847096304,2025-11-27 19:51:44,,100,,,44100,8568164,,,,,,,1,25671,1,File,2025
"Love, Hate - EP",Phantom Siita,J-pop,Doppelganger,2:57,PRE_RAW,02 Doppelganger.mp3,Phantom Siita,D:\Códigos\Musica-Analisis\files\xml\PRE_RAW\Phantom Siita.xml,Phantom Siita,100,True,1,88,256,Se encuentra en spotify,,,2025-07-12 05:17:44,2025-10-17 06:54:28,1,1,,,5,Archivo de audio MPEG,1,"file://localhost/F:/iTunes/iTunes%20Media/Music/Phantom%20Siita/Love,%20Hate%20-%20EP/02%20Doppelganger.mp3",,15258,BD2108D290C72DC6,5,3846784586,2025-11-24 05:16:26,,100,,,44100,5735536,,,,,,,4,27835,2,File,2025
